iter	Passed	Remaining
1724	2991	7412
1725	2992	7410
1726	2993	7407
1727	2995	7405
1728	2996	7402
1729	2998	7400
1730	2999	7398
1731	3001	7395
1732	3002	7393
1733	3004	7392
1734	3006	7389
1735	3007	7387
1736	3009	7385
1737	3010	7383
1738	3012	7380
1739	3013	7378
1740	3015	7376
1741	3016	7374
1742	3018	7371
1743	3020	7370
1744	3021	7367
1745	3023	7365
1746	3024	7364
1747	3026	7361
1748	3028	7359
1749	3029	7357
1750	3031	7356
1751	3033	7354
1752	3034	7352
1753	3036	7350
1754	3038	7348
1755	3039	7346
1756	3041	7344
1757	3042	7342
1758	3044	7340
1759	3046	7338
1760	3047	7336
1761	3049	7335
1762	3051	7333
1763	3052	7331
1764	3054	7329
1765	3056	7326
1766	3057	7325
1767	3059	7323
1768	3061	7321
1769	3062	7319
1770	3064	7318
1771	3066	7316
1772	3067	7314
1773	3069	7312
1774	3071	7310
1775	3072	7308
1776	3074	7305
1777	3075	7304
1778	3077	7302
1779	3079	7301
1780	3081	7299
1781	3082	7296
1782	3084	7294
1783	3085	7292
1784	3087	7289
1785	3088	7287
1786	3090	7285
1787	3091	7283
1788	3093	7281
1789	3095	7279
1790	3096	7277
1791	3098	7275
1792	3099	7273
1793	3101	7271
1794	3102	7268
1795	3104	7266
1796	3105	7264
1797	3107	7262
1798	3108	7260
1799	3110	7258
1800	3112	7256
1801	3113	7254
1802	3115	7252
1803	3116	7249
1804	3118	7247
1805	3120	7245
1806	3121	7243
1807	3123	7241
1808	3124	7239
1809	3126	7236
1810	3127	7234
1811	3129	7232
1812	3130	7230
1813	3132	7227
1814	3133	7225
1815	3135	7223
1816	3136	7221
1817	3138	7218
1818	3139	7216
1819	3141	7214
1820	3142	7212
1821	3144	7210
1822	3145	7208
1823	3147	7205
1824	3148	7203
1825	3150	7201
1826	3151	7199
1827	3153	7196
1828	3154	7194
1829	3156	7192
1830	3158	7190
1831	3159	7188
1832	3161	7186
1833	3162	7184
1834	3164	7181
1835	3165	7179
1836	3167	7177
1837	3168	7175
1838	3170	7173
1839	3171	7170
1840	3173	7168
1841	3174	7166
1842	3176	7164
1843	3177	7162
1844	3179	7160
1845	3180	7157
1846	3182	7155
1847	3183	7153
1848	3185	7151
1849	3187	7149
1850	3188	7147
1851	3189	7144
1852	3191	7142
1853	3193	7140
1854	3194	7138
1855	3196	7136
1856	3197	7134
1857	3199	7132
1858	3200	7130
1859	3202	7128
1860	3203	7125
1861	3205	7123
1862	3207	7121
1863	3208	7119
1864	3210	7117
1865	3211	7115
1866	3213	7113
1867	3214	7110
1868	3216	7109
1869	3217	7106
1870	3219	7105
1871	3221	7103
1872	3222	7101
1873	3224	7099
1874	3226	7097
1875	3227	7095
1876	3229	7092
1877	3230	7091
1878	3232	7089
1879	3234	7087
1880	3235	7085
1881	3237	7083
1882	3239	7081
1883	3240	7080
1884	3242	7078
1885	3244	7076
1886	3245	7074
1887	3247	7073
1888	3249	7072
1889	3251	7070
1890	3252	7068
1891	3254	7066
1892	3256	7064
1893	3257	7062
1894	3259	7060
1895	3260	7058
1896	3262	7056
1897	3264	7054
1898	3265	7052
1899	3267	7050
1900	3269	7048
1901	3270	7047
1902	3272	7044
1903	3273	7042
1904	3275	7040
1905	3276	7038
1906	3278	7036
1907	3280	7034
1908	3281	7032
1909	3283	7031
1910	3284	7028
1911	3286	7027
1912	3288	7025
1913	3289	7023
1914	3291	7021
1915	3292	7018
1916	3294	7016
1917	3295	7014
1918	3297	7012
1919	3299	7010
1920	3300	7008
1921	3302	7007
1922	3303	7004
1923	3305	7002
1924	3307	7000
1925	3308	6998
1926	3310	6996
1927	3311	6994
1928	3313	6992
1929	3315	6990
1930	3316	6988
1931	3318	6986
1932	3319	6985
1933	3321	6983
1934	3323	6982
1935	3325	6980
1936	3326	6977
1937	3328	6976
1938	3330	6975
1939	3332	6974
1940	3334	6972
1941	3336	6971
1942	3337	6969
1943	3339	6967
1944	3341	6965
1945	3342	6964
1946	3344	6962
1947	3346	6960
1948	3348	6959
1949	3349	6957
1950	3351	6955
1951	3352	6953
1952	3354	6951
1953	3356	6949
1954	3357	6947
1955	3359	6945
1956	3361	6943
1957	3362	6941
1958	3364	6939
1959	3365	6937
1960	3367	6935
1961	3368	6933
1962	3370	6931
1963	3371	6929
1964	3373	6927
1965	3374	6924
1966	3376	6922
1967	3378	6920
1968	3379	6918
1969	3380	6916
1970	3382	6914
1971	3384	6912
1972	3385	6910
1973	3387	6908
1974	3388	6906
1975	3390	6904
1976	3391	6901
1977	3393	6900
1978	3395	6898
1979	3397	6897
1980	3398	6894
1981	3400	6892
1982	3401	6890
1983	3403	6889
1984	3404	6886
1985	3406	6884
1986	3408	6883
1987	3409	6881
1988	3411	6879
1989	3412	6877
1990	3414	6875
1991	3416	6873
1992	3417	6871
1993	3419	6869
1994	3420	6867
1995	3422	6865
1996	3424	6863
1997	3425	6861
1998	3427	6859
1999	3428	6857
2000	3430	6855
2001	3431	6853
2002	3433	6851
2003	3434	6849
2004	3436	6847
2005	3437	6845
2006	3439	6843
2007	3440	6840
2008	3442	6838
2009	3444	6836
2010	3445	6834
2011	3447	6832
2012	3448	6830
2013	3450	6828
2014	3451	6826
2015	3453	6824
2016	3454	6822
2017	3456	6820
2018	3457	6818
2019	3459	6816
2020	3460	6814
2021	3462	6812
2022	3464	6809
2023	3465	6808
2024	3467	6806
2025	3469	6804
2026	3470	6802
2027	3472	6800
2028	3473	6798
2029	3475	6796
2030	3476	6794
2031	3478	6792
2032	3480	6791
2033	3481	6789
2034	3483	6787
2035	3485	6785
2036	3486	6783
2037	3488	6781
2038	3490	6780
2039	3491	6778
2040	3493	6775
2041	3494	6773
2042	3496	6772
2043	3498	6770
2044	3499	6768
2045	3501	6766
2046	3502	6764
2047	3504	6762
2048	3505	6760
2049	3507	6758
2050	3508	6756
2051	3510	6754
2052	3512	6753
2053	3514	6751
2054	3515	6749
2055	3517	6747
2056	3519	6746
2057	3520	6743
2058	3522	6741
2059	3523	6739
2060	3525	6737
2061	3526	6735
2062	3528	6734
2063	3530	6732
2064	3531	6729
2065	3533	6727
2066	3534	6725
2067	3536	6723
2068	3537	6721
2069	3539	6719
2070	3541	6717
2071	3542	6715
2072	3544	6713
2073	3545	6711
2074	3547	6709
2075	3548	6707
2076	3549	6705
2077	3551	6702
2078	3552	6700
2079	3554	6698
2080	3556	6696
2081	3557	6694
2082	3559	6693
2083	3560	6691
2084	3562	6689
2085	3563	6687
2086	3565	6685
2087	3567	6683
2088	3568	6681
2089	3570	6678
2090	3571	6676
2091	3572	6674
2092	3574	6673
2093	3576	6671
2094	3578	6669
2095	3579	6667
2096	3580	6664
2097	3582	6662
2098	3583	6660
2099	3585	6658
2100	3586	6656
2101	3588	6654
2102	3590	6652
2103	3591	6650
2104	3593	6649
2105	3594	6647
2106	3596	6645
2107	3597	6642
2108	3599	6641
2109	3601	6638
2110	3602	6636
2111	3603	6634
2112	3605	6632
2113	3607	6630
2114	3608	6628
2115	3610	6626
2116	3611	6624
2117	3613	6622
2118	3614	6620
2119	3616	6618
2120	3617	6616
2121	3619	6614
2122	3621	6612
2123	3622	6611
2124	3624	6609
2125	3626	6607
2126	3627	6605
2127	3629	6603
2128	3630	6601
2129	3632	6599
2130	3633	6597
2131	3635	6595
2132	3636	6593
2133	3638	6591
2134	3640	6589
2135	3641	6587
2136	3643	6585
2137	3644	6583
2138	3646	6581
2139	3647	6579
2140	3649	6578
2141	3651	6576
2142	3653	6575
2143	3654	6573
2144	3656	6571
2145	3658	6569
2146	3659	6567
2147	3661	6565
2148	3662	6563
2149	3664	6562
2150	3666	6560
2151	3668	6559
2152	3670	6557
2153	3672	6556
2154	3673	6555
2155	3675	6553
2156	3677	6551
2157	3678	6549
2158	3680	6548
2159	3682	6546
2160	3684	6544
2161	3685	6542
2162	3687	6541
2163	3689	6539
2164	3690	6537
2165	3692	6535
2166	3693	6533
2167	3695	6532
2168	3697	6530
2169	3699	6528
2170	3700	6527
2171	3702	6525
2172	3704	6523
2173	3705	6521
2174	3707	6519
2175	3708	6517
2176	3710	6515
2177	3712	6514
2178	3714	6512
2179	3715	6510
2180	3717	6508
2181	3718	6507
2182	3720	6505
2183	3722	6503
2184	3723	6501
2185	3725	6499
2186	3726	6497
2187	3728	6496
2188	3730	6494
2189	3731	6492
2190	3733	6490
2191	3735	6488
2192	3736	6487
2193	3738	6485
2194	3740	6483
2195	3741	6481
2196	3743	6480
2197	3745	6478
2198	3746	6476
2199	3748	6474
2200	3750	6472
2201	3751	6470
2202	3753	6468
2203	3754	6466
2204	3756	6464
2205	3757	6463
2206	3759	6461
2207	3760	6459
2208	3762	6456
2209	3764	6455
2210	3765	6453
2211	3767	6451
2212	3768	6449
2213	3770	6447
2214	3771	6445
2215	3773	6443
2216	3775	6441
2217	3776	6439
2218	3778	6437
2219	3779	6435
2220	3781	6434
2221	3783	6432
2222	3784	6430
2223	3786	6428
2224	3787	6426
2225	3789	6424
2226	3790	6422
2227	3792	6421
2228	3794	6420
2229	3797	6420
2230	3800	6420
2231	3803	6420
2232	3805	6419
2233	3808	6420
2234	3810	6419
2235	3813	6419
2236	3815	6418
2237	3817	6417
2238	3819	6416
2239	3821	6415
2240	3824	6415
2241	3826	6414
2242	3829	6413
2243	3833	6416
2244	3836	6417
2245	3838	6416
2246	3841	6416
2247	3843	6415
2248	3845	6414
2249	3848	6414
2250	3851	6414
2251	3853	6413
2252	3856	6413
2253	3858	6412
2254	3860	6411
2255	3863	6411
2256	3865	6410
2257	3867	6409
2258	3869	6408
2259	3871	6406
2260	3872	6404
2261	3874	6402
2262	3876	6401
2263	3878	6399
2264	3880	6398
2265	3882	6397
2266	3883	6395
2267	3885	6393
2268	3887	6391
2269	3888	6390
2270	3890	6388
2271	3892	6386
2272	3894	6385
2273	3896	6384
2274	3898	6382
2275	3899	6380
2276	3901	6379
2277	3902	6377
2278	3904	6374
2279	3906	6374
2280	3908	6372
2281	3910	6371
2282	3913	6370
2283	3915	6370
2284	3916	6368
2285	3918	6366
2286	3920	6364
2287	3922	6363
2288	3924	6362
2289	3926	6360
2290	3929	6361
2291	3931	6360
2292	3933	6358
2293	3935	6357
2294	3936	6355
2295	3939	6354
2296	3941	6353
2297	3943	6352
2298	3945	6351
2299	3947	6350
2300	3949	6348
2301	3951	6347
2302	3952	6345
2303	3954	6343
2304	3957	6343
2305	3959	6342
2306	3961	6341
2307	3964	6341
2308	3966	6341
2309	3969	6341
2310	3971	6339
2311	3973	6338
2312	3975	6337
2313	3977	6335
2314	3978	6333
2315	3980	6331
2316	3981	6328
2317	3982	6326
2318	3984	6324
2319	3985	6322
2320	3987	6321
2321	3990	6320
2322	3991	6318
2323	3993	6316
2324	3995	6314
2325	3996	6313
2326	3998	6311
2327	4000	6309
2328	4001	6307
2329	4003	6306
2330	4005	6304
2331	4007	6302
2332	4008	6300
2333	4009	6298
2334	4011	6296
2335	4012	6294
2336	4014	6291
2337	4015	6289
2338	4017	6287
2339	4019	6286
2340	4021	6285
2341	4022	6283
2342	4024	6281
2343	4025	6279
2344	4027	6277
2345	4028	6274
2346	4030	6272
2347	4031	6270
2348	4033	6268
2349	4035	6267
2350	4036	6265
2351	4038	6263
2352	4040	6261
2353	4041	6259
2354	4042	6257
2355	4044	6255
2356	4045	6252
2357	4047	6250
2358	4048	6248
2359	4050	6247
2360	4052	6245
2361	4053	6243
2362	4055	6241
2363	4056	6239
2364	4058	6237
2365	4059	6235
2366	4060	6232
2367	4062	6231
2368	4064	6229
2369	4066	6228
2370	4068	6227
2371	4070	6225
2372	4071	6223
2373	4073	6221
2374	4074	6219
2375	4076	6217
2376	4078	6215
2377	4079	6214
2378	4081	6212
2379	4083	6210
2380	4084	6208
2381	4085	6206
2382	4087	6204
2383	4088	6201
2384	4090	6200
2385	4092	6198
2386	4093	6196
2387	4095	6194
2388	4097	6193
2389	4098	6191
2390	4100	6189
2391	4101	6186
2392	4103	6184
2393	4104	6182
2394	4106	6180
2395	4107	6178
2396	4109	6176
2397	4110	6174
2398	4112	6173
2399	4114	6171
2400	4116	6169
2401	4117	6167
2402	4119	6165
2403	4120	6164
2404	4122	6162
2405	4123	6160
2406	4125	6158
2407	4127	6156
2408	4129	6155
2409	4130	6153
2410	4132	6151
2411	4133	6149
2412	4136	6148
2413	4137	6146
2414	4139	6144
2415	4140	6142
2416	4142	6140
2417	4144	6139
2418	4145	6137
2419	4147	6135
2420	4149	6133
2421	4150	6131
2422	4151	6129
2423	4153	6127
2424	4154	6124
2425	4156	6122
2426	4157	6120
2427	4159	6119
2428	4161	6117
2429	4163	6116
2430	4164	6114
2431	4166	6113
2432	4168	6111
2433	4169	6109
2434	4171	6106
2435	4172	6104
2436	4174	6103
2437	4176	6101
2438	4177	6099
2439	4179	6097
2440	4180	6095
2441	4181	6092
2442	4183	6090
2443	4184	6088
2444	4186	6086
2445	4187	6084
2446	4189	6082
2447	4191	6081
2448	4192	6079
2449	4194	6077
2450	4195	6075
2451	4197	6073
2452	4198	6071
2453	4200	6069
2454	4201	6066
2455	4203	6065
2456	4204	6063
2457	4206	6062
2458	4208	6060
2459	4209	6058
2460	4211	6056
2461	4212	6053
2462	4214	6051
2463	4215	6049
2464	4216	6047
2465	4218	6045
2466	4219	6043
2467	4221	6041
2468	4223	6039
2469	4224	6037
2470	4226	6035
2471	4227	6034
2472	4229	6032
2473	4231	6030
2474	4232	6027
2475	4233	6025
2476	4235	6024
2477	4237	6022
2478	4238	6020
2479	4240	6018
2480	4241	6016
2481	4242	6014
2482	4244	6012
2483	4246	6010
2484	4249	6011
2485	4252	6010
2486	4254	6010
2487	4256	6008
2488	4258	6007
2489	4260	6005
2490	4262	6004
2491	4264	6003
2492	4266	6002
2493	4269	6001
2494	4271	6000
2495	4272	5998
2496	4274	5997
2497	4276	5995
2498	4278	5994
2499	4280	5992
2500	4282	5991
2501	4285	5990
2502	4287	5989
2503	4288	5988
2504	4291	5986
2505	4292	5984
2506	4293	5982
2507	4295	5980
2508	4297	5978
2509	4298	5977
2510	4300	5975
2511	4301	5973
2512	4303	5971
2513	4305	5970
2514	4307	5969
2515	4309	5968
2516	4311	5966
2517	4313	5965
2518	4315	5964
2519	4317	5962
2520	4319	5960
2521	4320	5958
2522	4322	5956
2523	4324	5954
2524	4325	5953
2525	4327	5951
2526	4328	5949
2527	4330	5947
2528	4331	5945
2529	4333	5943
2530	4334	5940
2531	4335	5938
2532	4337	5936
2533	4338	5934
2534	4340	5932
2535	4341	5930
2536	4343	5928
2537	4344	5926
2538	4346	5924
2539	4347	5922
2540	4349	5920
2541	4350	5918
2542	4352	5916
2543	4353	5914
2544	4355	5912
2545	4356	5910
2546	4358	5908
2547	4359	5906
2548	4361	5904
2549	4363	5903
2550	4364	5901
2551	4366	5899
2552	4368	5897
2553	4369	5895
2554	4371	5893
2555	4372	5892
2556	4374	5890
2557	4376	5888
2558	4377	5886
2559	4379	5884
2560	4380	5882
2561	4382	5880
2562	4383	5878
2563	4385	5876
2564	4386	5874
2565	4388	5872
2566	4389	5870
2567	4391	5868
2568	4392	5866
2569	4393	5864
2570	4395	5862
2571	4396	5859
2572	4397	5857
2573	4399	5855
2574	4400	5853
2575	4402	5851
2576	4403	5849
2577	4405	5847
2578	4406	5845
2579	4407	5842
2580	4409	5841
2581	4410	5839
2582	4412	5837
2583	4413	5834
2584	4415	5832
2585	4416	5830
2586	4418	5828
2587	4419	5826
2588	4421	5825
2589	4423	5823
2590	4425	5822
2591	4426	5820
2592	4427	5818
2593	4429	5815
2594	4430	5813
2595	4432	5812
2596	4433	5809
2597	4435	5808
2598	4436	5805
2599	4438	5804
2600	4440	5802
2601	4442	5800
2602	4443	5799
2603	4445	5797
2604	4446	5795
2605	4448	5793
2606	4449	5791
2607	4451	5789
2608	4452	5787
2609	4454	5785
2610	4455	5783
2611	4457	5781
2612	4459	5779
2613	4460	5777
2614	4461	5775
2615	4463	5773
2616	4464	5771
2617	4466	5769
2618	4467	5767
2619	4469	5765
2620	4470	5763
2621	4472	5762
2622	4474	5760
2623	4475	5758
2624	4477	5756
2625	4478	5754
2626	4480	5752
2627	4481	5750
2628	4483	5748
2629	4484	5746
2630	4485	5744
2631	4487	5742
2632	4488	5740
2633	4490	5738
2634	4491	5736
2635	4493	5734
2636	4495	5732
2637	4496	5730
2638	4498	5728
2639	4499	5726
2640	4500	5724
2641	4502	5722
2642	4503	5720
2643	4505	5718
2644	4506	5716
2645	4508	5714
2646	4509	5712
2647	4510	5710
2648	4512	5707
2649	4513	5705
2650	4515	5703
2651	4516	5701
2652	4517	5699
2653	4519	5698
2654	4521	5695
2655	4522	5693
2656	4523	5691
2657	4524	5689
2658	4526	5686
2659	4527	5684
2660	4528	5682
2661	4529	5680
2662	4531	5678
2663	4532	5675
2664	4533	5673
2665	4535	5671
2666	4536	5669
2667	4538	5667
2668	4539	5665
2669	4540	5662
2670	4541	5660
2671	4542	5658
2672	4544	5655
2673	4545	5653
2674	4546	5651
2675	4547	5648
2676	4548	5646
2677	4550	5644
2678	4551	5642
2679	4553	5640
2680	4554	5638
2681	4555	5636
2682	4556	5633
2683	4558	5631
2684	4559	5629
2685	4560	5627
2686	4562	5624
2687	4563	5622
2688	4564	5620
2689	4565	5618
2690	4567	5616
2691	4568	5614
2692	4569	5611
2693	4571	5609
2694	4572	5607
2695	4573	5605
2696	4574	5602
2697	4576	5600
2698	4577	5598
2699	4578	5595
2700	4579	5593
2701	4581	5591
2702	4582	5589
2703	4584	5587
2704	4585	5585
2705	4586	5583
2706	4588	5581
2707	4589	5579
2708	4590	5577
2709	4592	5574
2710	4593	5572
2711	4594	5570
2712	4596	5568
2713	4597	5566
2714	4599	5565
2715	4600	5562
2716	4602	5560
2717	4603	5558
2718	4604	5556
2719	4606	5554
2720	4607	5552
2721	4608	5550
2722	4610	5548
2723	4611	5545
2724	4612	5543
2725	4614	5541
2726	4615	5539
2727	4616	5537
2728	4617	5534
2729	4618	5532
2730	4620	5530
2731	4621	5528
2732	4622	5526
2733	4624	5524
2734	4625	5522
2735	4627	5520
2736	4628	5518
2737	4629	5515
2738	4631	5513
2739	4632	5511
2740	4633	5509
2741	4635	5507
2742	4636	5505
2743	4637	5503
2744	4639	5501
2745	4640	5498
2746	4641	5496
2747	4642	5494
2748	4644	5492
2749	4645	5489
2750	4646	5487
2751	4647	5485
2752	4649	5483
2753	4650	5481
2754	4652	5479
2755	4653	5477
2756	4654	5475
2757	4656	5473
2758	4657	5471
2759	4658	5468
2760	4659	5466
2761	4661	5464
2762	4662	5462
2763	4663	5460
2764	4665	5458
2765	4668	5458
2766	4670	5457
2767	4672	5455
2768	4674	5453
2769	4675	5452
2770	4677	5450
2771	4678	5448
2772	4680	5447
2773	4682	5446
2774	4685	5444
2775	4686	5442
2776	4688	5441
2777	4690	5440
2778	4692	5439
2779	4694	5437
2780	4696	5436
2781	4698	5435
2782	4700	5434
2783	4703	5432
2784	4705	5432
2785	4707	5430
2786	4709	5429
2787	4711	5427
2788	4712	5425
2789	4713	5423
2790	4715	5421
2791	4716	5419
2792	4717	5417
2793	4719	5414
2794	4720	5413
2795	4722	5411
2796	4724	5409
2797	4726	5408
2798	4727	5406
2799	4729	5404
2800	4730	5402
2801	4731	5400
2802	4733	5398
2803	4734	5396
2804	4735	5393
2805	4736	5391
2806	4738	5389
2807	4739	5387
2808	4740	5385
2809	4741	5383
2810	4743	5381
2811	4744	5378
2812	4745	5376
2813	4746	5374
2814	4748	5372
2815	4749	5370
2816	4750	5368
2817	4751	5365
2818	4753	5363
2819	4754	5361
2820	4755	5359
2821	4756	5356
2822	4758	5354
2823	4759	5352
2824	4760	5350
2825	4761	5348
2826	4763	5346
2827	4764	5344
2828	4766	5342
2829	4767	5340
2830	4768	5338
2831	4770	5336
2832	4771	5334
2833	4772	5332
2834	4774	5330
2835	4775	5328
2836	4777	5326
2837	4778	5324
2838	4780	5322
2839	4781	5320
2840	4783	5318
2841	4784	5316
2842	4785	5314
2843	4786	5312
2844	4788	5309
2845	4789	5307
2846	4790	5305
2847	4791	5303
2848	4793	5301
2849	4794	5299
2850	4796	5297
2851	4797	5295
2852	4799	5293
2853	4800	5292
2854	4805	5293
2855	4806	5291
2856	4808	5289
2857	4809	5287
2858	4810	5285
2859	4812	5283
2860	4813	5281
2861	4815	5279
2862	4816	5277
2863	4817	5275
2864	4818	5272
2865	4820	5270
2866	4821	5268
2867	4822	5266
2868	4823	5264
2869	4825	5262
2870	4826	5260
2871	4827	5257
2872	4828	5255
2873	4829	5253
2874	4831	5251
2875	4832	5249
2876	4834	5247
2877	4835	5245
2878	4836	5243
2879	4838	5241
2880	4839	5239
2881	4840	5237
2882	4842	5235
2883	4843	5232
2884	4844	5230
2885	4845	5228
2886	4847	5226
2887	4848	5224
2888	4849	5222
2889	4850	5220
2890	4852	5218
2891	4853	5216
2892	4854	5213
2893	4856	5211
2894	4857	5209
2895	4858	5207
2896	4859	5205
2897	4861	5203
2898	4862	5201
2899	4863	5199
2900	4865	5197
2901	4866	5194
2902	4867	5192
2903	4868	5190
2904	4870	5188
2905	4871	5186
2906	4872	5184
2907	4873	5182
2908	4875	5180
2909	4876	5177
2910	4877	5175
2911	4878	5173
2912	4879	5171
2913	4881	5169
2914	4882	5167
2915	4883	5164
2916	4884	5162
2917	4885	5160
2918	4887	5158
2919	4888	5156
2920	4889	5153
2921	4890	5151
2922	4891	5149
2923	4893	5147
2924	4894	5145
2925	4895	5143
2926	4896	5141
2927	4898	5139
2928	4899	5136
2929	4900	5134
2930	4901	5132
2931	4902	5130
2932	4904	5128
2933	4905	5126
2934	4906	5123
2935	4907	5121
2936	4909	5119
2937	4910	5117
2938	4911	5115
2939	4913	5113
2940	4914	5111
2941	4915	5109
2942	4917	5107
2943	4918	5105
2944	4919	5103
2945	4921	5101
2946	4922	5099
2947	4923	5097
2948	4924	5095
2949	4926	5093
2950	4927	5091
2951	4928	5089
2952	4930	5087
2953	4931	5085
2954	4932	5083
2955	4934	5081
2956	4935	5078
2957	4936	5076
2958	4938	5074
2959	4939	5072
2960	4940	5070
2961	4942	5068
2962	4943	5066
2963	4944	5064
2964	4945	5062
2965	4947	5060
2966	4948	5058
2967	4949	5056
2968	4951	5054
2969	4952	5052
2970	4953	5050
2971	4954	5048
2972	4956	5046
2973	4957	5043
2974	4958	5041
2975	4959	5039
2976	4960	5037
2977	4962	5035
2978	4963	5033
2979	4964	5031
2980	4966	5029
2981	4967	5027
2982	4969	5025
2983	4970	5023
2984	4971	5021
2985	4972	5019
2986	4974	5017
2987	4975	5015
2988	4976	5013
2989	4978	5011
2990	4979	5009
2991	4980	5007
2992	4981	5004
2993	4982	5002
2994	4984	5000
2995	4985	4998
2996	4986	4996
2997	4987	4994
2998	4988	4992
2999	4990	4990
3000	4991	4988
3001	4993	4986
3002	4994	4984
3003	4995	4982
3004	4997	4980
3005	4998	4978
3006	4999	4976
3007	5000	4974
3008	5002	4972
3009	5003	4970
3010	5004	4968
3011	5006	4966
3012	5007	4964
3013	5008	4962
3014	5009	4959
3015	5011	4958
3016	5012	4956
3017	5013	4954
3018	5015	4952
3019	5016	4950
3020	5017	4947
3021	5018	4945
3022	5020	4943
3023	5021	4941
3024	5022	4939
3025	5023	4937
3026	5024	4935
3027	5026	4933
3028	5027	4931
3029	5029	4929
3030	5030	4927
3031	5031	4925
3032	5032	4923
3033	5034	4921
3034	5035	4919
3035	5036	4917
3036	5037	4914
3037	5038	4912
3038	5040	4910
3039	5041	4909
3040	5042	4906
3041	5044	4904
3042	5045	4902
3043	5046	4900
3044	5048	4898
3045	5049	4896
3046	5050	4894
3047	5052	4893
3048	5053	4891
3049	5054	4889
3050	5056	4887
3051	5057	4885
3052	5059	4883
3053	5060	4881
3054	5062	4880
3055	5063	4878
3056	5065	4876
3057	5066	4874
3058	5067	4872
3059	5068	4869
3060	5069	4867
3061	5071	4865
3062	5072	4863
3063	5073	4861
3064	5075	4859
3065	5076	4858
3066	5077	4856
3067	5079	4853
3068	5080	4851
3069	5081	4849
3070	5082	4847
3071	5084	4845
3072	5085	4843
3073	5086	4842
3074	5088	4839
3075	5089	4838
3076	5090	4836
3077	5092	4834
3078	5093	4832
3079	5094	4830
3080	5096	4828
3081	5097	4826
3082	5099	4824
3083	5100	4823
3084	5102	4821
3085	5103	4819
3086	5104	4816
3087	5106	4815
3088	5107	4813
3089	5108	4810
3090	5109	4808
3091	5111	4806
3092	5112	4804
3093	5113	4802
3094	5114	4800
3095	5115	4798
3096	5116	4796
3097	5118	4794
3098	5119	4792
3099	5120	4790
3100	5122	4788
3101	5123	4786
3102	5124	4784
3103	5125	4782
3104	5126	4780
3105	5127	4777
3106	5129	4775
3107	5130	4773
3108	5131	4771
3109	5132	4769
3110	5133	4767
3111	5135	4765
3112	5136	4763
3113	5137	4761
3114	5138	4759
3115	5139	4757
3116	5141	4755
3117	5142	4753
3118	5143	4750
3119	5144	4748
3120	5145	4746
3121	5146	4744
3122	5148	4742
3123	5149	4740
3124	5150	4738
3125	5152	4736
3126	5153	4734
3127	5154	4732
3128	5156	4730
3129	5157	4728
3130	5158	4726
3131	5159	4724
3132	5160	4722
3133	5162	4720
3134	5163	4718
3135	5164	4716
3136	5166	4714
3137	5167	4713
3138	5168	4711
3139	5170	4709
3140	5171	4707
3141	5172	4705
3142	5173	4703
3143	5175	4701
3144	5176	4698
3145	5177	4696
3146	5178	4694
3147	5179	4692
3148	5181	4691
3149	5182	4689
3150	5184	4687
3151	5185	4685
3152	5186	4683
3153	5188	4681
3154	5189	4679
3155	5190	4677
3156	5191	4675
3157	5193	4673
3158	5194	4671
3159	5195	4669
3160	5197	4667
3161	5198	4665
3162	5200	4664
3163	5201	4662
3164	5202	4660
3165	5204	4658
3166	5205	4656
3167	5206	4654
3168	5208	4652
3169	5209	4650
3170	5210	4648
3171	5212	4646
3172	5213	4644
3173	5214	4642
3174	5215	4640
3175	5216	4638
3176	5218	4636
3177	5219	4634
3178	5220	4632
3179	5221	4630
3180	5223	4628
3181	5224	4626
3182	5225	4624
3183	5227	4623
3184	5228	4621
3185	5230	4619
3186	5231	4617
3187	5232	4615
3188	5234	4613
3189	5235	4611
3190	5236	4609
3191	5237	4607
3192	5239	4605
3193	5240	4603
3194	5241	4602
3195	5243	4600
3196	5244	4598
3197	5245	4596
3198	5246	4594
3199	5248	4592
3200	5249	4590
3201	5250	4588
3202	5251	4586
3203	5253	4584
3204	5254	4582
3205	5255	4580
3206	5256	4578
3207	5258	4576
3208	5259	4574
3209	5260	4572
3210	5261	4570
3211	5262	4568
3212	5264	4566
3213	5265	4564
3214	5266	4562
3215	5267	4560
3216	5268	4558
3217	5270	4556
3218	5271	4554
3219	5272	4552
3220	5273	4550
3221	5275	4548
3222	5276	4546
3223	5277	4544
3224	5278	4542
3225	5279	4540
3226	5281	4538
3227	5282	4536
3228	5283	4534
3229	5284	4532
3230	5286	4530
3231	5287	4528
3232	5288	4526
3233	5289	4524
3234	5291	4522
3235	5292	4520
3236	5293	4518
3237	5294	4516
3238	5295	4514
3239	5297	4512
3240	5298	4510
3241	5299	4508
3242	5301	4506
3243	5302	4504
3244	5303	4502
3245	5304	4500
3246	5306	4498
3247	5307	4496
3248	5308	4494
3249	5310	4493
3250	5311	4491
3251	5312	4489
3252	5313	4487
3253	5314	4485
3254	5316	4483
3255	5317	4481
3256	5318	4479
3257	5319	4477
3258	5321	4475
3259	5322	4473
3260	5323	4471
3261	5324	4469
3262	5325	4467
3263	5326	4465
3264	5328	4463
3265	5329	4461
3266	5330	4459
3267	5331	4457
3268	5333	4455
3269	5334	4453
3270	5335	4451
3271	5336	4449
3272	5337	4447
3273	5339	4445
3274	5340	4443
3275	5341	4441
3276	5342	4439
3277	5343	4437
