iter	RMSE
168	0.1772153561
169	0.1766581808
170	0.1761196805
171	0.1756326641
172	0.1750997062
173	0.1745810447
174	0.1740109049
175	0.1734345333
176	0.1729235173
177	0.172391889
178	0.1718696684
179	0.1713891384
180	0.1709255878
181	0.1704556955
182	0.1699401319
183	0.1694897688
184	0.169029452
185	0.1685670069
186	0.1681590329
187	0.1676636599
188	0.1672053552
189	0.1667291448
190	0.166276289
191	0.1658749131
192	0.1654914534
193	0.1650459855
194	0.1646115972
195	0.1641876004
196	0.1637802882
197	0.1633223492
198	0.162921658
199	0.1625016616
200	0.1621062386
201	0.1617020725
202	0.1612667466
203	0.1608684224
204	0.160493837
205	0.1600816042
206	0.1597107531
207	0.1593412679
208	0.1590213099
209	0.1586450127
210	0.1582518483
211	0.157865941
212	0.1575310139
213	0.1571530457
214	0.1568109947
215	0.1564759403
216	0.1561337755
217	0.1558537998
218	0.1554718384
219	0.1550990683
220	0.1547657163
221	0.1543898553
222	0.1540172619
223	0.1536640132
224	0.1533659267
225	0.1530322154
226	0.1526945532
227	0.1523972822
228	0.1520987199
229	0.1517503868
230	0.1514301809
231	0.1511055868
232	0.1508010531
233	0.1504918674
234	0.1501251083
235	0.1497629583
236	0.1494542456
237	0.1491980515
238	0.1489187559
239	0.1486295622
240	0.1483062832
241	0.1480130931
242	0.1477472612
243	0.1475170811
244	0.1472340809
245	0.1469058156
246	0.1466334009
247	0.1463570132
248	0.146118402
249	0.1458325158
250	0.1455545027
251	0.1452740939
252	0.1449303631
253	0.1446978516
254	0.1444347401
255	0.1441263942
256	0.1439167389
257	0.1436378856
258	0.1433067897
259	0.1430364197
260	0.1428517114
261	0.14261287
262	0.1423765097
263	0.1421162306
264	0.1418933164
265	0.141639028
266	0.1413916411
267	0.1411550605
268	0.1408800909
269	0.1406207366
270	0.140355185
271	0.140129781
272	0.13990196
273	0.1396310777
274	0.1394342663
275	0.1391916876
276	0.1389898763
277	0.1387658637
278	0.1385296829
279	0.1382988153
280	0.1381085986
281	0.1378684164
282	0.1376294956
283	0.1373919801
284	0.1371893684
285	0.136982502
286	0.1367806423
287	0.1365424411
288	0.1363358706
289	0.1361404619
290	0.1359350881
291	0.1357150291
292	0.1355010457
293	0.1353191751
294	0.1351327418
295	0.1349469738
296	0.1347556366
297	0.1345431429
298	0.1343267568
299	0.1341003628
300	0.1339353944
301	0.1337987105
302	0.1336191398
303	0.1334267294
304	0.1332259463
305	0.1330758715
306	0.1329061411
307	0.1327152169
308	0.1325720483
309	0.1323944536
310	0.132207033
311	0.1320253127
312	0.1318805293
313	0.1316941052
314	0.1315046094
315	0.131363613
316	0.1311726541
317	0.1310389776
318	0.1309188228
319	0.1307591674
320	0.1306223124
321	0.1304005245
322	0.1302284682
323	0.1300345345
324	0.1298905354
325	0.1297243604
326	0.129557233
327	0.1294066022
328	0.1292560074
329	0.1290896195
330	0.1289621815
331	0.1287996689
332	0.1286273108
333	0.128414939
334	0.1282649901
335	0.1281111044
336	0.1279353452
337	0.1277406254
338	0.1276074135
339	0.127475452
340	0.1273379901
341	0.1271891802
342	0.1270145372
343	0.1268451485
344	0.1267256788
345	0.1265543777
346	0.1264278475
347	0.1262819344
348	0.1261085233
349	0.1259696835
350	0.1258332639
351	0.1256888177
352	0.1255259889
353	0.1253966188
354	0.1252535002
355	0.1251195198
356	0.1249955615
357	0.1248874687
358	0.1247912681
359	0.1246799753
360	0.1245073452
361	0.1243719287
362	0.1242477776
363	0.1241334343
364	0.1240122628
365	0.1239124938
366	0.1237757231
367	0.123638466
368	0.1234947057
369	0.1234110432
370	0.1232740367
371	0.1231556362
372	0.1230379362
373	0.1229349267
374	0.1227971744
375	0.1226595387
376	0.1225478114
377	0.1224459441
378	0.1223354112
379	0.1222364378
380	0.12210564
381	0.1220113369
382	0.1219187187
383	0.1217876053
384	0.1216743934
385	0.1215540499
386	0.121459009
387	0.1213368278
388	0.1212338263
389	0.121083483
390	0.120962927
391	0.1208615711
392	0.1207742743
393	0.1206593175
394	0.1205519879
395	0.120431284
396	0.1203235366
397	0.1202352225
398	0.1201280551
399	0.120054029
400	0.1199674023
401	0.1198813525
402	0.1197914511
403	0.1196606623
404	0.1195710442
405	0.1194587908
406	0.1193550255
407	0.1192455154
408	0.119129765
409	0.1190302693
410	0.1189508955
411	0.1188506365
412	0.1187809816
413	0.1186460032
414	0.1185494005
415	0.1184582496
416	0.1183461417
417	0.1182569681
418	0.1181705209
419	0.1180845567
420	0.1180081406
421	0.1179216044
422	0.1178446833
423	0.1177778834
424	0.1176903105
425	0.117598587
426	0.1175068445
427	0.1173821433
428	0.117296996
429	0.1171639939
430	0.1170969791
431	0.1169875474
432	0.1168842427
433	0.1167611503
434	0.1166908234
435	0.1166092168
436	0.1164899571
437	0.1164102293
438	0.1163123664
439	0.1162323072
440	0.1161369163
441	0.1160495033
442	0.1159753324
443	0.1158932416
444	0.1158131819
445	0.1157341233
446	0.1156498788
447	0.115562999
448	0.1154858161
449	0.1154232692
450	0.1153404323
451	0.1152776378
452	0.1152205968
453	0.1151255394
454	0.1150575947
455	0.115006646
456	0.1149306662
457	0.1148613526
458	0.1147540472
459	0.1146805789
460	0.1145998289
461	0.1145126186
462	0.114430372
463	0.1143515015
464	0.1142908021
465	0.1142302089
466	0.1141544756
467	0.1140423026
468	0.1139868506
469	0.1139052517
470	0.1138026982
471	0.1137365222
472	0.1136687155
473	0.1135605614
474	0.1134967512
475	0.1134377325
476	0.1133601621
477	0.1132851782
478	0.1132443527
479	0.1131784004
480	0.1130943133
481	0.1129973388
482	0.1129262678
483	0.1128591774
484	0.1127785161
485	0.1126878392
486	0.1126232511
487	0.1125674616
488	0.1124842411
489	0.112388444
490	0.1123216856
491	0.1122367144
492	0.1121479552
493	0.1120693625
494	0.1120002247
495	0.1119455464
496	0.1118796579
497	0.1118059727
498	0.1117468542
499	0.1116609198
500	0.1116088032
501	0.1115505431
502	0.1114585412
503	0.1114129418
504	0.1113265469
505	0.111228326
506	0.1111681798
507	0.1110770334
508	0.1110083962
509	0.1109388095
510	0.1108793463
511	0.1108297291
512	0.1107744419
513	0.1107306131
514	0.1106409806
515	0.11060687
516	0.1105315586
517	0.1104434245
518	0.1103758271
519	0.1103239072
520	0.1102324236
521	0.1101502085
522	0.1101008004
523	0.1100224237
524	0.1099433464
525	0.1098775559
526	0.1097946133
527	0.1097266607
528	0.1096614342
529	0.1096281852
530	0.1095698908
531	0.1095226758
532	0.1094511037
533	0.1094004553
534	0.1093441931
535	0.1092722908
536	0.1092065899
537	0.1091789849
538	0.1091227859
539	0.1090858438
540	0.1090310128
541	0.108970825
542	0.108902892
543	0.1088523323
544	0.1087915545
545	0.1086963816
546	0.1086441213
547	0.108606635
548	0.108549878
549	0.108484473
550	0.1084119174
551	0.1083403088
552	0.108260633
553	0.1082133074
554	0.1081683248
555	0.108089592
556	0.1080301909
557	0.1079844068
558	0.1079338367
559	0.1078915465
560	0.1078231333
561	0.1077542701
562	0.1076773843
563	0.1076155803
564	0.1075741718
565	0.1075097129
566	0.107457116
567	0.1074369821
568	0.1074010786
569	0.1073399142
570	0.1072738123
571	0.1071937506
572	0.1071416089
573	0.1070725315
574	0.1070198991
575	0.106970326
576	0.1069064012
577	0.1068485061
578	0.10679044
579	0.106721005
580	0.1066834732
581	0.1066337955
582	0.1065689848
583	0.1065180013
584	0.1064546274
585	0.1064154138
586	0.1063694339
587	0.1063290539
588	0.1062511459
589	0.1062072666
590	0.1061435032
591	0.1061060334
592	0.1060532867
593	0.1060068341
594	0.1059455386
595	0.1059063611
596	0.1058550976
597	0.1058145081
598	0.1057678024
599	0.1057318684
600	0.1056716132
601	0.1056064322
602	0.1055451328
603	0.1055071267
604	0.1054389167
605	0.105381797
606	0.1053270903
607	0.1052925954
608	0.1052379353
609	0.1051947363
610	0.1051603597
611	0.10510427
612	0.105051816
613	0.1049832953
614	0.104933106
615	0.1049011855
616	0.1048453395
617	0.1047976155
618	0.1047149779
619	0.1046901251
620	0.1046347987
621	0.1045921047
622	0.1045250358
623	0.1044717421
624	0.1044239247
625	0.1043652698
626	0.1043033273
627	0.1042565372
628	0.104212892
629	0.1041615655
630	0.1041281313
631	0.104081093
632	0.1040484687
633	0.1039895729
634	0.1039452712
635	0.1038932532
636	0.1038448188
637	0.1037905368
638	0.1037465014
639	0.1036877555
640	0.1036461914
641	0.1036039595
642	0.1035543519
643	0.1035248139
644	0.1034813652
645	0.103439247
646	0.1034000513
647	0.1033561633
648	0.1033174082
649	0.1032681098
650	0.1032210858
651	0.103180441
652	0.1031083125
653	0.1030536022
654	0.1030178779
655	0.1029719084
656	0.1029102484
657	0.1028704404
658	0.1028185524
659	0.1027682672
660	0.1027248664
661	0.1026823427
662	0.1026358109
663	0.1025863196
664	0.1025439097
665	0.1024859888
666	0.1024540707
667	0.1024160147
668	0.1023537822
669	0.1022935522
670	0.1022354899
671	0.1021913136
672	0.1021266701
673	0.102084124
674	0.1020514404
675	0.1020165663
676	0.1019719899
677	0.1019532249
678	0.1018944561
679	0.1018309232
680	0.1018009339
681	0.1017760461
682	0.1017331042
683	0.1017046869
684	0.1016650082
685	0.1016161251
686	0.1015671202
687	0.101527465
688	0.1014891599
689	0.1014631931
690	0.1014266636
691	0.101376714
692	0.1013356994
693	0.10127072
694	0.1012090931
695	0.1011735502
696	0.1011385736
697	0.1010802091
698	0.1010408233
699	0.100997698
700	0.1009602089
701	0.1009172223
702	0.100873076
703	0.1008312233
704	0.1007950196
705	0.100733966
706	0.1006955629
707	0.1006652902
708	0.1006193924
709	0.1005686131
710	0.1005137507
711	0.1004531711
712	0.1004077077
713	0.1003671836
714	0.1003305733
715	0.1002823321
716	0.1002295567
717	0.1001777827
718	0.1001163157
719	0.1000872695
720	0.1000558711
721	0.09999959208
722	0.09995955989
723	0.09989908677
724	0.099866146
725	0.0998346994
726	0.09980225101
727	0.09977626172
728	0.09972758576
729	0.09967667503
730	0.09964600226
731	0.09962035901
732	0.09958217264
733	0.09954171516
734	0.09949902669
735	0.09946478456
736	0.0994371095
737	0.09939451491
738	0.09935943595
739	0.09930810943
740	0.09925691779
741	0.09922712619
742	0.09918721926
743	0.0991458963
744	0.09910405836
745	0.09907272359
746	0.09902299545
747	0.09898479312
748	0.09893865081
749	0.09891526891
750	0.09885978232
751	0.09882656167
752	0.09878485036
753	0.09875951107
754	0.09873251962
755	0.09870354997
756	0.09866951208
757	0.09863161698
758	0.09860120022
759	0.09855661523
760	0.09852117815
761	0.09849171049
762	0.09844356462
763	0.09840065748
764	0.09836674179
765	0.09831765041
766	0.09828124083
767	0.0982352988
768	0.09819406328
769	0.09815100912
770	0.09812142839
771	0.09809055209
772	0.09803936076
773	0.09799836599
774	0.09796431448
775	0.09793704217
776	0.09788689603
777	0.09783234808
778	0.09779060969
779	0.09775330605
780	0.09771267453
781	0.09765972755
782	0.09760731166
783	0.09756713075
784	0.09752496488
785	0.0974784998
786	0.09744249829
787	0.09738961991
788	0.09732961802
789	0.0972770102
790	0.09723642115
791	0.09719954035
792	0.09715704856
793	0.09712179674
794	0.09708730357
795	0.09704645834
796	0.09701006112
797	0.0969752077
798	0.09693013122
799	0.09689872176
800	0.09683853299
801	0.09680565733
802	0.09676741197
803	0.09672298705
804	0.09669441917
805	0.09661268768
806	0.09658262971
807	0.09654393633
808	0.09651716327
809	0.0964766972
810	0.09643221238
811	0.09640206769
812	0.09637328253
813	0.0963243489
814	0.09628496878
815	0.09624646665
816	0.09619725659
817	0.09613274005
818	0.0960971222
819	0.09605715576
820	0.09602896188
821	0.09598472671
822	0.09595259169
823	0.09591586581
824	0.09588996231
825	0.09585229229
826	0.09581523504
827	0.095768683
828	0.09573952732
829	0.09567618477
830	0.09562896563
831	0.09556717636
832	0.09551470574
833	0.09546384707
834	0.09544501481
835	0.09541228078
836	0.09537274695
837	0.09533965984
838	0.09531901594
839	0.09526952168
840	0.09524378799
841	0.09518854626
842	0.09514137301
843	0.09509675525
844	0.09506164922
845	0.09503540934
846	0.09499004939
847	0.09494374428
848	0.09490850241
849	0.09488512491
850	0.09484560622
851	0.09479820597
852	0.09476966481
853	0.09474549404
854	0.09470828761
855	0.09467559959
856	0.09463494435
857	0.09459909566
858	0.09456736281
859	0.09453287642
860	0.0944896113
861	0.09446116502
862	0.09441245757
863	0.09438590361
864	0.09434864051
865	0.09431309979
866	0.09427924042
867	0.09423476025
868	0.09419120173
869	0.09415105549
870	0.09412000641
871	0.09408613293
872	0.0940526407
873	0.09401502705
874	0.09397243357
875	0.09395304584
876	0.09393564246
877	0.09390416114
878	0.09385865618
879	0.09380460099
880	0.0937789971
881	0.09375575792
882	0.09372036492
883	0.09367345583
884	0.09363397862
885	0.09359826491
886	0.09355051925
887	0.09352975968
888	0.09349686803
889	0.09346830559
890	0.09343658157
891	0.09340825403
892	0.09336699899
893	0.09331603444
894	0.09329127694
895	0.09326041855
896	0.09322280953
897	0.09319891888
898	0.09316451109
899	0.09312232807
900	0.09309005319
901	0.09305150696
902	0.09299849946
903	0.09297489011
904	0.0929185981
905	0.09286002197
906	0.09283539312
907	0.09280682713
908	0.09275456961
909	0.09271902106
910	0.09267217455
911	0.09265924501
912	0.09263935149
913	0.09261497906
914	0.09260229447
915	0.0925725962
916	0.0925340934
917	0.09248411406
918	0.09245242648
919	0.09242736845
920	0.09239498549
921	0.09235561564
922	0.09232179427
923	0.09229709398
924	0.09227797179
925	0.09224048239
926	0.09221146191
927	0.09218782728
928	0.09217711187
929	0.09216453136
930	0.09212836574
931	0.09209991373
932	0.09207133676
933	0.09203539434
934	0.09201172546
935	0.0919822721
936	0.09195860269
937	0.09192848642
938	0.09190408811
939	0.09185675429
940	0.0918152699
941	0.09178565278
942	0.09175590281
943	0.09174819379
944	0.0917344834
945	0.09172181971
946	0.09171005998
947	0.09169043344
948	0.09164873055
949	0.09160121736
950	0.09157749829
951	0.09155859567
952	0.09152736928
953	0.09148548019
954	0.09145113533
955	0.09143115873
956	0.09138248663
957	0.09132461152
958	0.09129158217
959	0.09126216111
960	0.09123822969
961	0.09119432638
962	0.09115965672
963	0.09111701963
964	0.09107266403
965	0.09105565588
966	0.0910369493
967	0.09102244507
968	0.09098978584
969	0.09095455702
970	0.0909270798
971	0.09089382584
972	0.09085756699
973	0.09082430388
974	0.09079296548
975	0.09077580074
976	0.09074032414
977	0.09069652494
978	0.0906519695
979	0.09062551616
980	0.09058868895
981	0.09054423468
982	0.09051310522
983	0.09049470383
984	0.0904841385
985	0.09046000042
986	0.09041419709
987	0.09035938673
988	0.0903247506
989	0.09027806552
990	0.09025977821
991	0.09023477221
992	0.09020460111
993	0.09016315049
994	0.09012562139
995	0.09007211646
996	0.09004935846
997	0.09000390693
998	0.08997279027
999	0.08993895044
1000	0.08991168119
1001	0.08988589689
1002	0.08985695934
1003	0.0898304638
1004	0.08978195339
1005	0.08975970094
1006	0.08973943049
1007	0.08970045725
1008	0.08966178804
1009	0.08962683452
1010	0.08957193659
1011	0.08952368686
1012	0.08948358995
1013	0.0894673756
1014	0.08942655432
1015	0.08940282251
1016	0.08939094155
1017	0.08937401268
1018	0.08934785951
1019	0.08930735639
1020	0.08928512791
1021	0.08926575199
1022	0.08923398006
1023	0.08917498515
1024	0.08913253773
1025	0.08908095923
1026	0.08904225456
1027	0.0890051171
1028	0.0889661966
1029	0.08893281636
1030	0.08889339927
1031	0.08887038758
1032	0.08883141011
1033	0.08882242754
1034	0.08879998491
1035	0.08876558739
1036	0.0887394189
1037	0.08869283867
1038	0.08865752576
1039	0.08864231356
1040	0.08863435939
1041	0.08861513988
1042	0.088585846
1043	0.08856466776
1044	0.08852856161
1045	0.08849431891
1046	0.08844860696
1047	0.08843927021
1048	0.08841144498
1049	0.08837421728
1050	0.08833590452
1051	0.08830263367
1052	0.08827229808
1053	0.08826288177
1054	0.08825102732
1055	0.0881981432
1056	0.08817157269
1057	0.08812649726
1058	0.08809737625
1059	0.0880566912
1060	0.08803719752
1061	0.08800801654
1062	0.08797322861
1063	0.08791814822
1064	0.08788874436
1065	0.08787139955
1066	0.0878432469
1067	0.08783198666
1068	0.08779502044
1069	0.08775108649
1070	0.08772685248
1071	0.08769377767
1072	0.08764091258
1073	0.08760103923
1074	0.0875718604
1075	0.08753316046
1076	0.08751731128
1077	0.08746533077
1078	0.0874394725
1079	0.08741435941
1080	0.08739708417
1081	0.08734838576
1082	0.08730665409
1083	0.08726557818
1084	0.08723233717
1085	0.08719141641
1086	0.0871489575
1087	0.08712041961
1088	0.08708914271
1089	0.08705436096
1090	0.08704302016
1091	0.08702867742
1092	0.0869895167
1093	0.0869489285
1094	0.08690550024
1095	0.08686870498
1096	0.08682917958
1097	0.08681045027
1098	0.08678115261
1099	0.08674182573
1100	0.08672342303
1101	0.08667496509
1102	0.08663553854
1103	0.08660496883
1104	0.08659777172
1105	0.08657099128
1106	0.08654551127
1107	0.08650052072
1108	0.08647513807
1109	0.08643638983
1110	0.08639871777
1111	0.08636651323
1112	0.08632362846
1113	0.08627542712
1114	0.08627022336
1115	0.08623566241
1116	0.08621019523
1117	0.08618043144
1118	0.08614950434
1119	0.0861228436
1120	0.08611439688
1121	0.08606774803
1122	0.08605697626
1123	0.08604478047
1124	0.08599514425
1125	0.08596687453
1126	0.08593211151
1127	0.08590173519
1128	0.08587873686
1129	0.08583680601
1130	0.08580026546
1131	0.08579212979
1132	0.0857389315
1133	0.08569511968
1134	0.08565781644
1135	0.08562122937
1136	0.08560789623
1137	0.08558833663
1138	0.08555776328
1139	0.08553590416
1140	0.08551002503
1141	0.08547882279
1142	0.08545421233
1143	0.08543637654
1144	0.08541010717
1145	0.08537892235
1146	0.08535074966
1147	0.085329001
1148	0.08529092656
1149	0.08526487748
1150	0.08523131598
1151	0.08519196247
1152	0.08515808938
1153	0.08513869294
1154	0.08509667966
1155	0.08506389942
1156	0.085009574
1157	0.08497833984
1158	0.08493965511
1159	0.0849183138
1160	0.08488464791
1161	0.08486609309
1162	0.08483733128
1163	0.08479597347
1164	0.08478542006
1165	0.08474552425
1166	0.08470973295
1167	0.08468122431
1168	0.08465655804
1169	0.0846401735
1170	0.08462253426
1171	0.08459400794
1172	0.08458353272
1173	0.08454989524
1174	0.08454245999
1175	0.08452069533
1176	0.08449538172
1177	0.0844511502
1178	0.08441754713
1179	0.08438186833
1180	0.0843568811
1181	0.08432272274
1182	0.08428701376
1183	0.08427212166
1184	0.08423951931
1185	0.08420888039
1186	0.08417073806
1187	0.08414915296
1188	0.08411576224
1189	0.08408376033
1190	0.08403759184
1191	0.08399832126
1192	0.08397397039
1193	0.0839575068
1194	0.08394173184
1195	0.08390851505
1196	0.08386985963
1197	0.08383630527
1198	0.08380563275
1199	0.08376736906
1200	0.08375777603
1201	0.08373955985
1202	0.08373031957
1203	0.08371198621
1204	0.08368569869
1205	0.08365319136
1206	0.08361982549
1207	0.08359407588
1208	0.08355086809
1209	0.08352111269
1210	0.08348848617
1211	0.08345864356
1212	0.0834279425
1213	0.08339382856
1214	0.08336170692
1215	0.08332354472
1216	0.08330012795
1217	0.08327193354
1218	0.08325097083
1219	0.0832436306
1220	0.08321912377
1221	0.08320036441
1222	0.08317961591
1223	0.08314352224
1224	0.08311619157
1225	0.08309244585
1226	0.08306565817
1227	0.08303550305
1228	0.0830247792
1229	0.08299042641
1230	0.0829785489
1231	0.08294670291
1232	0.08293505436
1233	0.0829090268
1234	0.0828729811
1235	0.08284438716
1236	0.08280755628
1237	0.08277717965
1238	0.08274937357
1239	0.08270734747
1240	0.08268128838
1241	0.08266089214
1242	0.08263338255
1243	0.08260216309
1244	0.08257599688
1245	0.08254708785
1246	0.08252370152
1247	0.08250586635
1248	0.08249020039
1249	0.08244546039
1250	0.08241497949
1251	0.08237963579
1252	0.08235138877
1253	0.08233118776
1254	0.08230615768
1255	0.08226927103
1256	0.08224234056
1257	0.082220229
1258	0.08219721578
1259	0.08216680783
1260	0.08214972119
1261	0.0821405723
1262	0.08210579663
1263	0.08207647687
1264	0.08205452594
1265	0.08202295309
1266	0.08200529205
1267	0.08196520941
1268	0.08193191654
1269	0.0818945279
1270	0.08185903538
1271	0.08181082262
1272	0.08177207345
1273	0.08175648873
1274	0.08174622639
1275	0.08171167382
1276	0.08170181668
1277	0.08168479678
1278	0.08165399884
1279	0.08161987986
1280	0.08159460948
1281	0.08157522458
1282	0.08153780784
1283	0.08152339
1284	0.08148499421
1285	0.08145749276
1286	0.08140975053
1287	0.08137423807
1288	0.08135832123
1289	0.08133666145
1290	0.08131529419
1291	0.08128700976
1292	0.08126335783
1293	0.08125405301
1294	0.08124448049
1295	0.08120432177
1296	0.08118770075
1297	0.08118163967
1298	0.08116528947
1299	0.08112784793
1300	0.08109874644
1301	0.08107571967
1302	0.08104619954
1303	0.08103440092
1304	0.08102047929
1305	0.08099201169
1306	0.0809612428
1307	0.08095336718
1308	0.08094180641
1309	0.08092559735
1310	0.08091501547
1311	0.08087986923
1312	0.08086896762
1313	0.08084277474
1314	0.08081990065
1315	0.08077207107
1316	0.08073101145
1317	0.08072046403
1318	0.08069597409
1319	0.08066879007
1320	0.08062711241
1321	0.08062172707
1322	0.08060700541
1323	0.08056842996
1324	0.0805590983
1325	0.08052870379
1326	0.08050092136
1327	0.08045417865
1328	0.08042319913
1329	0.08039165249
1330	0.08036114087
1331	0.08032996894
1332	0.08029687137
1333	0.08026956438
1334	0.08023703496
1335	0.08021717294
1336	0.08018785771
1337	0.0801599304
1338	0.08012602498
1339	0.08011411677
1340	0.08009413677
1341	0.08008319736
1342	0.08007140041
1343	0.0800459961
1344	0.08002376317
1345	0.07999395406
1346	0.07997072963
1347	0.07995758674
1348	0.07994778333
1349	0.07992803766
1350	0.07990619861
1351	0.07987791046
1352	0.07985380318
1353	0.07982379826
1354	0.07978720586
1355	0.07976059074
1356	0.07971892973
1357	0.07969864871
1358	0.07969320584
1359	0.07963746993
1360	0.07962402838
1361	0.07960020428
1362	0.07958696622
1363	0.07956621179
1364	0.07954318511
1365	0.07950323076
1366	0.07948314633
1367	0.07947778913
1368	0.0794724701
1369	0.07945034953
1370	0.07943914458
1371	0.07942043196
1372	0.07938325477
1373	0.07936986915
1374	0.07934315736
1375	0.0793373391
1376	0.07931597059
1377	0.07929821924
1378	0.07926004118
1379	0.07925168877
1380	0.07922155213
1381	0.07919509853
1382	0.07916171841
1383	0.0791211014
1384	0.07909975253
1385	0.07907165614
1386	0.07904297309
1387	0.07901223607
1388	0.07897417901
1389	0.07896384444
1390	0.07892154036
1391	0.07889144879
1392	0.078863051
1393	0.07884410833
1394	0.07883894439
1395	0.0788012741
1396	0.07879586375
1397	0.0787600437
1398	0.07875437803
1399	0.07873735495
1400	0.07871419559
1401	0.07867829983
1402	0.07867003561
1403	0.07865304418
1404	0.07862262826
1405	0.07859104316
1406	0.07856232312
1407	0.07853907258
1408	0.07851495668
1409	0.07849159765
1410	0.07847469688
1411	0.07845130858
1412	0.07842598309
1413	0.07839363949
1414	0.07836417968
1415	0.07832935804
1416	0.07829274411
1417	0.0782845088
1418	0.07825887079
1419	0.07824247429
1420	0.07823431994
1421	0.07819336278
1422	0.07816323193
1423	0.07813924768
1424	0.07811622689
1425	0.07809043441
1426	0.07807114928
1427	0.07804828598
1428	0.07801154099
1429	0.07797892126
1430	0.07796106062
1431	0.07793801626
1432	0.07790741449
1433	0.0779021335
1434	0.07789848142
1435	0.07787059659
1436	0.07784916637
1437	0.07781553196
1438	0.07780752522
1439	0.07779028239
1440	0.07776086701
1441	0.07775300515
1442	0.07774747486
1443	0.07773139792
1444	0.07770575839
1445	0.07767285269
1446	0.07764980837
1447	0.07762528704
1448	0.07760273265
1449	0.07757856087
1450	0.07756203244
1451	0.07753343867
1452	0.0775180045
1453	0.07749169186
1454	0.07746473736
1455	0.07743804031
1456	0.07743025325
1457	0.07742541536
1458	0.07740568659
1459	0.07737367067
1460	0.07736477713
1461	0.07734083095
1462	0.0773140033
1463	0.0772995045
1464	0.07727168882
1465	0.07724983746
1466	0.07722466821
1467	0.07721973042
1468	0.07719121355
1469	0.07718664039
1470	0.07718324538
1471	0.07715084035
1472	0.07712935233
1473	0.07710447402
1474	0.07706315598
1475	0.07704241993
1476	0.07701605456
1477	0.07698933984
1478	0.0769616417
1479	0.07693853691
1480	0.07691675287
1481	0.07689124331
1482	0.07687511028
1483	0.07684688399
1484	0.07683941652
1485	0.07680855791
1486	0.07678691106
1487	0.07676224081
1488	0.07674469604
1489	0.07673444751
1490	0.0766981943
1491	0.07667555478
1492	0.07666610898
1493	0.07664071272
1494	0.07661233055
1495	0.07660768779
1496	0.07658767694
1497	0.07655867124
1498	0.0765449804
1499	0.07652452672
1500	0.07650490045
1501	0.07650001474
1502	0.0764712529
1503	0.07644820186
1504	0.07641544269
1505	0.07639427391
